Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3L0IKstjUgDFVQAbQIRZRv,"R.I.P.","Die Lit","Playboi Carti",2018-05-11,192026,71,true,,2025-04-06T14:18:28Z,"rage rap","AWGE Label",0.725,0.725,8,-6.067,0,0.159,0.0119,0,0.086,0.515,140.003,4
spotify:track:5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Funk Wav Bounces Vol.1","Calvin Harris;Pharrell Williams;Katy Perry;Big Sean;Funk Wav",2017-06-30,223413,79,true,,2025-04-06T04:06:41Z,"edm,pop","Columbia",0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,4
spotify:track:2QpGZOhTCHHiKmpSO9FW4h,"Follow God","JESUS IS KING","Kanye West",2019-10-25,104591,72,false,,2025-04-06T03:38:16Z,"rap","Getting Out Our Dreams II / Def Jam Recordings",0.529,0.9,1,-3.503,1,0.418,0.000248,0.0000121,0.0426,0.434,180.291,4
spotify:track:0mL82sxCRjrs3br407IdJh,"Is There Someone Else?","Dawn FM","The Weeknd",2022-01-06,199111,80,false,,2025-04-04T08:00:15Z,"","XO / Republic Records",0.702,0.586,9,-7.83,0,0.0313,0.0388,0.0000727,0.156,0.608,134.951,4
spotify:track:3KkXRkHbMCARz0aVfEt68P,"Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone;Swae Lee",2018-12-14,158040,83,false,,2025-03-29T21:15:56Z,"","Universal Records",0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
spotify:track:2MLHyLy5z5l5YRp7momlgw,"Island In The Sun","Weezer","Weezer",2001-05-15,200306,81,false,,2025-03-29T17:41:20Z,"alternative rock","Geffen",0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.622,4
spotify:track:12VH4g5pTMZmrUVzfJq7F7,"M a k e I t T o T h e M o r n i n g","PARTYNEXTDOOR 4 (P4)","PARTYNEXTDOOR",2024-04-26,168453,82,true,,2025-03-29T17:40:36Z,"dark r&b,r&b,trap soul","OVO Sound",0.677,0.622,4,-5.901,0,0.0287,0.0831,0.00749,0.154,0.0903,122.738,4
spotify:track:3mHO1J6kfiArjBo1zhLFGP,"Coming Down","House Of Balloons (Original)","The Weeknd",2011-03-21,295435,78,false,,2025-03-29T05:41:59Z,"","The Weeknd/Lyric",0.694,0.649,2,-5.262,0,0.0353,0.303,0.0000241,0.206,0.344,120.973,4
spotify:track:1g7pFO1WtclKCuIQiS8sNM,"Crybaby","SOS Deluxe: LANA","SZA",2024-12-20,241948,71,true,,2025-03-29T05:40:28Z,"r&b","Top Dawg Entertainment/RCA Records",0.252,0.482,1,-9.817,1,0.0395,0.658,0.188,0.113,0.426,179.603,3
spotify:track:2cjhSZd6uZIrp4ddxvvBdn,"BACKR00MS (with Travis Scott)","MUSIC - SORRY 4 DA WAIT","Playboi Carti;Travis Scott",2025-03-25,160306,66,true,,2025-03-27T09:56:04Z,"rage rap,rap","AWGE/Interscope Records",0.837,0.67,2,-6.288,1,0.224,0.0144,0,0.129,0.581,146.006,4
spotify:track:3LpIKVn5vVhuZZpPCx8Poi,"mister misfit but aint missed a fit in months","mister misfit but aint missed a fit in months","Smino",2024-02-23,154074,35,true,,2025-03-27T00:36:11Z,"","Zero Fatigue Records",0.666,0.849,5,-3.64,0,0.0912,0.00295,0,0.28,0.554,162.006,4
spotify:track:73vBzLIHSRBFG2Szak2rEk,"Phases","Ways of Knowing","Navy Blue",2023-03-23,74637,27,false,,2025-03-27T00:35:59Z,"experimental hip hop,jazz rap,alternative hip hop","Navy Blue PS/ Def Jam",0.409,0.683,10,-7.528,0,0.336,0.474,0.000256,0.0964,0.551,146.391,4
spotify:track:7Bar1kLTmsRmH6FCKKMEyU,"Hit Different","Hit Different","SZA;The Neptunes;Pharrell Williams;Ty Dolla $ign",2020-09-04,202007,66,true,,2025-03-25T09:56:05Z,"r&b,trap soul","Top Dawg Entertainment/RCA Records",0.679,0.516,0,-6.371,0,0.0452,0.199,0,0.0965,0.716,120.074,4
spotify:track:2LMkwUfqC6S6s6qDVlEuzV,"White Ferrari","Blonde","Frank Ocean",2016-08-20,248807,85,false,,2025-03-24T06:58:50Z,"","Boys Don't Cry",0.501,0.0958,0,-15.605,1,0.0433,0.77,0,0.298,0.204,108.741,4
spotify:track:5iSEsR6NKjlC9SrIJkyL3k,"Pursuit Of Happiness (Nightmare)","Man On The Moon: The End Of Day","Kid Cudi;MGMT;Ratatat",2009-09-15,295293,69,true,,2025-03-22T08:58:48Z,"indie","Kid Cudi/Universal Records",0.629,0.606,0,-8.951,1,0.0412,0.484,0.0001,0.298,0.288,115.275,4
spotify:track:78TTtXnFQPzwqlbtbwqN0y,"FourFiveSeconds","FourFiveSeconds","Rihanna;Kanye West;Paul McCartney",2015-01-24,188238,78,false,,2025-03-22T07:40:23Z,"rap","Roc Nation / Rihanna",0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,4
spotify:track:0j35X8cTq543QDYLOyqB8W,"Only One","Only One","Kanye West;Paul McCartney",2015-01-08,280226,58,false,,2025-03-22T07:04:57Z,"rap","Rock The World/IDJ/Kanye LP7",0.732,0.243,0,-6.023,1,0.0435,0.939,0,0.111,0.106,102.087,4
spotify:track:7CC6UbCs4iGsePSzFxYxNn,"Moon","Donda","Kanye West",2021-08-29,156091,69,false,,2025-03-22T01:53:08Z,"rap","Rock The World/IDJ/Kanye LP7",0.319,0.236,5,-9.644,1,0.0318,0.898,0.0000162,0.272,0.254,162.351,4
spotify:track:34KUIBsIUiPV7oCIzSdDAU,"Diamonds From Sierra Leone - Remix","Late Registration","Kanye West;JAY-Z",2005-08-30,233400,62,true,,2025-03-21T22:14:08Z,"rap,hip hop,east coast hip hop","Roc-A-Fella",0.672,0.814,7,-3.768,1,0.27,0.258,0,0.164,0.379,97.043,4
spotify:track:2DHNCWZYmVr1Lv08q5b0kB,"Roses","Late Registration","Kanye West",2005-08-30,245866,67,true,,2025-03-21T22:14:02Z,"rap","Roc-A-Fella",0.723,0.465,3,-6.454,0,0.0952,0.259,0.000027,0.108,0.513,97.702,4
spotify:track:1HwbgJAU9PZ7YbzKgVgoIF,"Sierra Leone","channel ORANGE","Frank Ocean",2012-07-10,148760,67,true,,2025-03-21T22:12:19Z,"","Red Zone Entertainment / IDJ",0.529,0.608,7,-7.809,1,0.0811,0.166,0.0185,0.109,0.616,125.017,4
spotify:track:5AGQSF0ytihJyt96K5vW9d,"Heartbeat","Camp","Childish Gambino",2011-11-15,269840,83,true,,2025-03-21T22:04:03Z,"","Glassnote - VMG",0.8,0.545,1,-7.002,0,0.127,0.00373,0.000511,0.0445,0.291,119.959,4
spotify:track:1EzrEOXmMH3G43AXT1y7pA,"I'm Yours","We Sing. We Dance. We Steal Things.","Jason Mraz",2008-05-12,242946,77,false,,2025-03-21T10:38:29Z,"soft pop,acoustic pop","Atlantic Records/ATG",0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,4
spotify:track:7ASFZh1D0DPZro7UXUKGmd,"Loving Is Easy","Loving is Easy","Rex Orange County;Benny Sings",2017-10-11,155720,67,true,,2025-03-21T08:34:17Z,"bedroom pop","Rex Orange County",0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,4
spotify:track:7ghKr0pCYyPPyp7t1FH8k4,"Les","Camp","Childish Gambino",2011-11-15,317293,86,true,,2025-03-21T07:56:19Z,"","Glassnote - VMG",0.543,0.674,1,-7.038,0,0.083,0.00654,0.000094,0.221,0.129,102.891,4
spotify:track:5QO79kh1waicV47BqGRL3g,"Save Your Tears","After Hours","The Weeknd",2020-03-20,215626,86,true,,2025-03-21T07:39:10Z,"","Republic Records",0.679,0.825,0,-5.487,1,0.0309,0.0212,0.0000121,0.543,0.644,118.049,4
spotify:track:2D4dV2KXDTszzJ3p3cFqhA,"Less Than Zero","Dawn FM","The Weeknd",2022-01-06,211814,73,false,,2025-03-21T06:58:22Z,"","XO / Republic Records",0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,4
spotify:track:6zeeWid2sgw4lap2jV61PZ,"Better","Suncity","Khalid",2018-10-18,229319,70,false,,2025-03-21T06:36:21Z,"","Right Hand Music Group, LLC/RCA Records",0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4
spotify:track:393MDhe62s8hbH8ETrlxe5,"Mr. Rager","Man On The Moon II: The Legend Of Mr. Rager","Kid Cudi",2010-11-09,294226,74,false,,2025-03-20T07:03:44Z,"","Kid Cudi/Universal Records",0.671,0.726,7,-8.689,1,0.0272,0.389,0.882,0.14,0.581,102.002,4
spotify:track:23SZWX2IaDnxmhFsSLvkG2,"Gorgeous","My Beautiful Dark Twisted Fantasy","Kanye West;Kid Cudi;Raekwon",2010-11-22,357653,70,true,,2025-03-20T07:03:40Z,"rap,east coast hip hop,old school hip hop,hardcore hip hop,hip hop,boom bap","Roc-A-Fella",0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,4
spotify:track:1jJci4qxiYcOHhQR247rEU,"Kids","Oracular Spectacular","MGMT",2007-12-14,302840,82,false,,2025-03-18T00:52:27Z,"indie","Red Ink/Columbia",0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,4
spotify:track:7EW7Yivb93qKAtp5qEm5of,"Dark Thoughts","Dark Thoughts","Lil Tecca",2025-03-14,136991,75,true,,2025-03-17T22:57:11Z,"melodic rap,rap","Galactic / Republic Records",0.801,0.773,1,-3.756,0,0.155,0.055,0,0.189,0.709,101.935,4
spotify:track:7kRKlFCFLAUwt43HWtauhX,"LOST IN PARADISE","LOST IN PARADISE","ALI;AKLO",2020-10-10,327966,67,false,,2025-03-17T21:19:58Z,"anime,j-pop,j-rap,j-r&b","Sony Music Labels Inc.",0.648,0.904,6,-4.565,0,0.0786,0.0961,0.00000207,0.0629,0.728,121.994,4
spotify:track:7lAK3oHbfEnvUQWosrMMpR,"YOSEMITE","ASTROWORLD","Travis Scott",2018-08-03,150043,75,false,,2025-03-17T21:03:24Z,"rap","Cactus Jack / Epic",0.785,0.554,0,-6.571,1,0.0409,0.283,0.0000034,0.116,0.144,128.047,4
spotify:track:5Lv5L45PQmp5CTjs5PlQ6e,"Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)","EI8HT;Offset",2023-06-02,162280,61,false,,2025-03-17T16:56:20Z,"","Republic Records",0.773,0.805,4,-7.669,0,0.0783,0.266,0.00774,0.11,0.85,109.983,4
spotify:track:7yNK27ZTpHew0c55VvIJgm,"Dark Fantasy","My Beautiful Dark Twisted Fantasy","Kanye West",2010-11-22,280786,70,true,,2025-03-17T03:52:07Z,"rap","Roc-A-Fella",0.599,0.587,5,-5.919,1,0.0423,0.274,0,0.167,0.373,87.998,4
spotify:track:0rNgWFQJtfttOYIHfDOHCg,"BACKD00R (feat. Kendrick Lamar & Jhené Aiko)","MUSIC","Playboi Carti;Kendrick Lamar;Jhené Aiko",2025-03-14,190053,65,true,,2025-03-17T03:51:50Z,"rage rap,hip hop,west coast hip hop,r&b","AWGE/Interscope Records",0.766,0.694,8,-5.378,1,0.0431,0.0801,0.00779,0.0901,0.212,142.038,4
spotify:track:68qeaZhtMZ6abrJCYt6nQn,"RATHER LIE (with The Weeknd)","MUSIC","Playboi Carti;The Weeknd",2025-03-14,209680,79,true,,2025-03-17T03:51:46Z,"rage rap","AWGE/Interscope Records",0.72,0.665,8,-4.431,1,0.0325,0.0583,0,0.213,0.279,132.991,4
spotify:track:6cmm1LMvZdB5zsCwX5BjqE,"Down","All Or Nothing","Jay Sean;Lil Wayne",2009-01-01,212506,81,false,,2025-03-15T16:22:06Z,"rap,hip hop","Cash Money",0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,4
spotify:track:6llBOJ6HLHvlVnKeZqhXk8,"Rumors","Rumors","Jake Miller",2015-07-08,186102,59,false,,2025-03-15T04:13:03Z,"","Warner Records",0.883,0.712,1,-4.769,0,0.0465,0.134,0,0.106,0.825,120.022,4
spotify:track:6iycYUk3oB0NPMdaDUrN1w,"EVIL J0RDAN","MUSIC","Playboi Carti",2025-03-14,183928,78,true,,2025-03-15T00:26:15Z,"rage rap","AWGE/Interscope Records",0.689,0.36,1,-7.029,1,0.0564,0.00665,0.0000611,0.119,0.0599,154.009,4
spotify:track:3Ku0VYAQ4b6IomnonhjdVv,"Rearrange My World","Rearrange My World / There’s a Field (That's Only Yours)","Daniel Caesar;Rex Orange County",2025-02-14,228762,73,false,,2025-03-09T04:02:58Z,"bedroom pop","Republic Records",0.456,0.144,3,-11.51,1,0.0492,0.948,0,0.111,0.049,61.106,3
spotify:track:3OM6qQmdFV6uy61GIqpRtf,"AMAZING","WHO CARES?","Rex Orange County",2022-03-11,209200,69,false,,2025-03-09T02:29:31Z,"bedroom pop","Rex Orange County",0.719,0.461,8,-8.191,1,0.0454,0.279,0,0.0875,0.548,123.915,4
spotify:track:0BCPKOYdS2jbQ8iyB56Zns,"Clocks","A Rush of Blood to the Head","Coldplay",2002-08-27,307879,85,false,,2025-03-07T08:08:06Z,"","Parlophone Records Limited",0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,4
spotify:track:69uxyAqqPIsUyTO8txoP2M,"Adventure of a Lifetime","A Head Full of Dreams","Coldplay",2015-12-04,263786,86,false,,2025-03-07T08:08:00Z,"","Parlophone UK",0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,4
spotify:track:77Uka9VwManFDJGX1C2l50,"Walk It out!","Walk It out!","Roy Purdy",2018-04-25,119000,34,true,,2025-03-07T08:07:33Z,"","ROY PURDY",0.978,0.608,1,-6.9,1,0.143,0.00759,0,0.107,0.643,114.996,4
spotify:track:2V65y3PX4DkRhy1djlxd9p,"Don't You Worry Child - Radio Edit","Don't You Worry Child","Swedish House Mafia;John Martin",2012-09-14,212862,83,false,,2025-03-07T08:05:23Z,"edm","Pophouse Entertainment Group",0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,4
spotify:track:6KBYk8OFtod7brGuZ3Y67q,"Misery","Hands All Over (Deluxe)","Maroon 5",2010,216200,66,false,,2025-03-07T08:04:59Z,"pop","Interscope Records*",0.704,0.81,4,-4.874,0,0.0425,0.000315,0,0.216,0.726,102.98,4
spotify:track:6jvYUrFJeebfiHjyCvfiHE,"Can't Love Myself (feat. Mishaal & LPW)","Can't Love Myself (feat. Mishaal & LPW)","HUGEL;Mishaal Tamer;LPW",2020-12-04,156659,48,true,,2025-03-07T08:04:50Z,"latin house,afro house,techengue","Spinnin' Records",0.811,0.761,5,-5.281,0,0.0605,0.0706,0.0000201,0.136,0.74,117.983,4
spotify:track:3g0mEQx3NTanacLseoP0Gw,"Takeaway","World War Joy","The Chainsmokers;ILLENIUM;Lennon Stella",2019-12-06,209880,69,false,,2025-03-07T08:04:06Z,"melodic bass,future bass,edm","Disruptor Records/Columbia",0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,4
spotify:track:3nuFetWG4SIUiQ5a7ZIpqi,"Sunflower Feelings","Sunflower Feelings","Kuzu Mellow",2017-05-17,88644,47,false,,2025-03-07T08:03:35Z,"","Kuzu Mellow Project",0.824,0.448,0,-14.694,1,0.0953,0.754,0.000034,0.126,0.565,129.989,4
spotify:track:5OUTFH5acycdnf8OVo21Gv,"Television / So Far So Good","Apricot Princess","Rex Orange County",2017-04-26,262600,2,true,,2025-03-07T08:02:31Z,"bedroom pop","Rex Orange County",0.405,0.505,5,-7.75,1,0.0458,0.592,0,0.121,0.318,164.971,4
spotify:track:7oK9VyNzrYvRFo7nQEYkWN,"Mr. Brightside","Hot Fuss","The Killers",2004-06-15,222586,9,false,,2025-03-07T08:02:24Z,"alternative rock","Island Records",0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,4
spotify:track:10x9aHDFGk5aSbvAVlwJA3,"Runnin'","Runnin’ feat. Yeek","UMI;Yeek",2019-10-23,189773,39,false,,2025-03-07T08:02:08Z,"bedroom pop","Loud Robot",0.742,0.675,8,-11.219,1,0.0486,0.59,0.403,0.111,0.668,116.963,4
spotify:track:4Cdyx3bs8mMYVJWP3wHPXj,"On Rainy Days","Fiction And Fact","Beast",2011-05-17,225800,52,false,,2025-03-07T08:00:53Z,"k-pop","CUBE ENTERTAINMENT",0.688,0.612,8,-6.303,0,0.0574,0.72,0,0.106,0.692,90.022,4
spotify:track:0IktbUcnAGrvD03AWnz3Q8,"Lucky","We Sing. We Dance. We Steal Things.","Jason Mraz;Colbie Caillat",2008-05-12,189613,67,false,,2025-03-07T08:00:32Z,"soft pop,acoustic pop","Atlantic Records/ATG",0.625,0.414,0,-8.7,1,0.0369,0.294,0,0.151,0.669,130.088,4
spotify:track:7fzN9lz890zav0HERLvVKZ,"prada dem (feat. Offset)","One of Wun","Gunna;Offset",2024-05-10,165346,64,true,,2025-03-07T05:19:54Z,"melodic rap","300 Entertainment",0.916,0.595,1,-4.418,0,0.0665,0.0507,0,0.107,0.638,122.024,4
spotify:track:3siwsiaEoU4Kuuc9WKMUy5,"No One Noticed","Submarine","The Marías",2024-05-31,236906,90,false,,2025-03-07T00:09:48Z,"bedroom pop","Nice Life/Atlantic",0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4
spotify:track:4PM1GNZvWKMVdacTes0BvC,"San Francisco","X","THE DRIVER ERA",2019-07-26,219024,43,false,,2025-03-01T00:31:36Z,"","BMG Rights Management (US) LLC",0.656,0.725,1,-6.674,1,0.0292,0.387,0.00000416,0.322,0.759,100.03,4
spotify:track:5RqR4ZCCKJDcBLIn4sih9l,"Party Girl","Party Girl","StaySolidRocky",2020-04-21,147800,69,true,,2025-03-01T00:25:37Z,"","Columbia",0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,4
spotify:track:1eT2CjXwFXNx6oY5ydvzKU,"Hey Jude","Love","The Beatles",2006-11-17,238854,72,false,,2025-02-24T03:51:02Z,"classic rock,psychedelic rock","EMI Catalogue",0.462,0.632,5,-7.438,1,0.0248,0.091,0,0.397,0.585,74.268,4
spotify:track:7cLnbmx7ZUWAwyocrKz3wL,"Let Go","CHASE","Aaron May",2019-02-28,176531,55,true,,2025-02-23T06:49:57Z,"","MOVEINTHEAM",0.87,0.498,9,-8.339,0,0.0622,0.046,0,0.146,0.692,110.017,4
spotify:track:33EEvgnnmMWr8gwsOdRAf4,"VIRGO DÉJÀ VU","VIRGO DÉJÀ VU","Lukey",2023-11-16,196363,18,false,,2025-02-23T06:47:22Z,"","LOVE IS NEEDED TODAY",0.673,0.627,4,-4.327,0,0.104,0.686,0.0000101,0.517,0.612,87.983,4
spotify:track:1mh9eHVRdNhzryG43PXdW1,"MUTT","MUTT","Leon Thomas",2024-08-09,193333,72,true,,2025-02-23T06:19:15Z,"","EZMNY Records/Motown Records",0.635,0.462,1,-8.092,1,0.12,0.174,0.0000226,0.0697,0.601,179.949,4
spotify:track:6TqXcAFInzjp0bODyvrWEq,"Talk (feat. Disclosure)","Free Spirit","Khalid;Disclosure",2019-04-05,197573,69,false,,2025-02-23T06:18:04Z,"house","Right Hand Music Group, LLC/RCA Records",0.9,0.4,0,-8.575,1,0.127,0.0516,0,0.0599,0.346,135.984,4
spotify:track:6P2BlKa7uBwKV6KVsEBkmv,"Wrong About Forever","She Loves Me Not","Jeff Bernat",2019-02-14,198472,56,false,,2025-02-23T06:07:54Z,"","Jeff Bernat",0.603,0.439,0,-8.995,1,0.118,0.537,0,0.191,0.257,64.003,4
spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,"Scared of the Dark (feat. XXXTENTACION)","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Lil Wayne;Ty Dolla $ign;XXXTENTACION",2018-12-14,233000,71,false,,2025-02-22T05:53:06Z,"rap,hip hop,trap soul,emo rap","Universal Records",0.549,0.625,0,-6.717,0,0.0682,0.0485,0,0.239,0.158,79.949,4
spotify:track:5hUYsaOyMY32yjRXeuQwGj,"Mirror","Tha Carter IV (Complete Edition)","Lil Wayne;Bruno Mars",2011-08-29,228093,78,true,,2025-02-21T22:26:25Z,"rap,hip hop","CM/Republic",0.328,0.622,5,-7.291,0,0.0866,0.858,0,0.104,0.401,74.267,4
spotify:track:20dP2DaMHIAmwWAbp7peSr,"pick up the phone (feat. Quavo)","Birds In The Trap Sing McKnight","Young Thug;Travis Scott;Quavo",2016-09-16,252256,66,true,,2025-02-21T07:34:44Z,"rap,trap,melodic rap","Cactus Jack / Epic",0.711,0.739,7,-3.804,0,0.129,0.114,0,0.226,0.43,136.919,4
spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,"Sativa","Trip","Jhené Aiko;Swae Lee",2017-09-22,276960,76,true,,2025-02-21T07:01:07Z,"r&b","Def Jam Recordings",0.741,0.61,6,-7.34,0,0.0511,0.316,0,0.534,0.72,125.99,4
spotify:track:3B54sVLJ402zGa6Xm4YGNe,"Unforgettable","Jungle Rules","French Montana;Swae Lee",2017-07-14,233901,87,true,,2025-02-21T06:59:41Z,"","Bad Boy Entertainment/Epic Records",0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
spotify:track:7wVBs4LE4uQFEp07OTbnvy,"Speed of Light","Private Blizzard","Dhruv",2024-08-23,207400,43,false,,2025-02-21T06:44:36Z,"","Little Worry/RCA Records",0.696,0.667,7,-6.576,1,0.0293,0.244,0.0656,0.103,0.82,103.014,4
spotify:track:0NUqi0ps17YpLUC3kgsZq0,"DIE TRYING","$ome $exy $ongs 4 U","PARTYNEXTDOOR;Drake;Yebba",2025-02-14,195431,83,true,,2025-02-21T06:43:45Z,"dark r&b,r&b,trap soul,rap","OVO Sound",0.763,0.531,11,-6.154,1,0.0328,0.146,0,0.175,0.665,110.497,4
spotify:track:1yqMgZNrevsWMLWfO2PRp5,"Charlie Brown","Mylo Xyloto","Coldplay",2011-10-24,285159,68,false,,2025-02-21T06:38:47Z,"","Parlophone UK",0.43,0.74,10,-7.072,1,0.0375,0.0212,0.00165,0.33,0.0948,137.978,4
spotify:track:6QNR2YGST3W8EIhyrrrQvH,"Wheels Fall Off (feat. Ye)","Wheels Fall Off (feat. Ye)","Ty Dolla $ign;Yé",2025-02-08,121153,56,true,,2025-02-14T21:33:59Z,"trap soul","P2025",0.921,0.466,1,-8.086,0,0.306,0.0172,0,0.161,0.747,104.027,4
spotify:track:5stbfxsPi8gcOH2LCuA4Le,"pad lock","i am > i was","21 Savage",2018-12-21,191359,63,true,,2025-02-14T21:29:03Z,"","Slaughter Gang, LLC/Epic Records",0.959,0.55,5,-8.012,0,0.197,0.0187,0,0.112,0.798,130.024,4
spotify:track:2u9S9JJ6hTZS3Vf22HOZKg,"NOKIA","$ome $exy $ongs 4 U","Drake",2025-02-14,241023,84,true,,2025-02-14T20:52:48Z,"rap","OVO Sound",0.537,0.727,5,-4.184,1,0.15,0.247,0,0.173,0.508,106.037,4
spotify:track:7zTTDkkLkJ2iHAqq1daDCr,"OUTTA MY MIND","OUTTA MY MIND","Monsune",2019-08-30,226005,52,false,,2025-02-14T05:00:03Z,"bedroom pop","Monsune",0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,4
spotify:track:2gdz7TlVOlDemmW2RoI3st,"Poison Ivy","Alone at Prom (Deluxe)","Tory Lanez",2023-11-17,187924,55,false,,2025-02-13T19:23:49Z,"","One Umbrella Records",0.754,0.789,1,-6.256,1,0.204,0.00596,0,0.102,0.748,106.081,4
spotify:track:37kCg5izHEMZ66xGdMVG5L,"Oye Mujer","Oye Mujer","Raymix",2018-02-07,259239,71,false,,2025-02-12T18:16:42Z,"cumbia sonidera,cumbia,electrocumbia","UMLE - Fonovisa",0.83,0.581,4,-6,0,0.0363,0.168,0,0.176,0.914,90.991,4
spotify:track:5673WA8EEUSPx1ir26lhGW,"Wake Me Up (feat. Justice)","Hurry Up Tomorrow","The Weeknd;Justice",2025-01-31,308575,68,false,,2025-02-11T07:28:52Z,"french house,new rave","XO / Republic Records",0.603,0.509,1,-8.896,1,0.0337,0.00495,0.000397,0.512,0.175,110.992,4
spotify:track:7DY756WOLyOz2Xnhw4EFiC,"São Paulo (feat. Anitta)","Hurry Up Tomorrow","The Weeknd;Anitta",2025-01-31,301623,84,true,,2025-02-11T07:28:19Z,"brazilian pop,funk pop,brazilian funk,funk carioca","XO / Republic Records",0.538,0.658,5,-7.273,0,0.076,0.0385,0.000146,0.573,0.553,127.322,4
spotify:track:3AWDeHLc88XogCaCnZQLVI,"Cry For Me","Hurry Up Tomorrow","The Weeknd",2025-01-31,224136,81,true,,2025-02-10T11:34:35Z,"","XO / Republic Records",0.647,0.645,7,-6.425,0,0.0303,0.0871,0,0.671,0.422,120.098,4
spotify:track:7EiZI6JVHllARrX9PUvAdX,"Low Life (feat. The Weeknd)","EVOL","Future;The Weeknd",2016-04-13,313546,82,true,,2025-02-10T09:59:07Z,"rap","Epic/Freebandz/A1",0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,4
spotify:track:0T0S3Ue6h1ozJRSu4A4uKs,"Uuugly","C,XOXO","Drake",2024-06-28,115920,65,false,,2025-02-10T08:16:07Z,"rap","Geffen/Interscope Records",0.49,0.257,1,-12.192,1,0.0384,0.824,0,0.112,0.0711,100.769,3
spotify:track:0fgosF2PWrYbyy9e7BclKz,"III. Telegraph Ave. (""Oakland"" by Lloyd)","Because the Internet","Childish Gambino",2013-12-10,210673,68,true,,2025-02-10T06:55:48Z,"","Glassnote - VMG",0.497,0.693,5,-9.576,0,0.247,0.159,0.0261,0.141,0.597,129.928,4
spotify:track:4lovbNtAeIxtXWy9bwEsQk,"Steps Beach","Bando Stone and The New World","Childish Gambino",2024-07-19,228896,51,false,,2025-02-10T06:19:48Z,"","Wolf+Rothstein/RCA Records",0.648,0.397,11,-10.437,0,0.0586,0.622,0.00000618,0.476,0.362,99.644,4
spotify:track:4Aocy7YAyOYf5YHj18Vfj3,"Charmander","TWOPOINTFIVE","Aminé",2021-11-05,131883,52,true,,2025-02-08T08:59:36Z,"","CLBN LLC",0.708,0.552,10,-7.101,1,0.0714,0.542,0.00377,0.175,0.596,87.195,4
spotify:track:3aSWXU6owkZeVhh94XxEWO,"30 For 30 (with Kendrick Lamar)","SOS Deluxe: LANA","SZA;Kendrick Lamar",2024-12-20,278277,76,true,,2025-02-06T04:32:25Z,"r&b,hip hop,west coast hip hop","Top Dawg Entertainment/RCA Records",0.714,0.415,1,-10.338,0,0.0634,0.758,0.000112,0.133,0.506,140.059,4
spotify:track:1au2UduxcvHfa0fZS3Szci,"Lavender Sunflower","Alone At Prom","Tory Lanez",2021-12-10,151966,73,false,,2025-02-06T04:21:46Z,"","One Umbrella Records",0.607,0.735,4,-6.065,0,0.095,0.253,0,0.11,0.964,88.894,4
