Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2nMeu6UenVvwUktBCpLMK9,"Young And Beautiful","Young And Beautiful","Lana Del Rey",2013-01-01,236053,88,false,,2023-09-16T03:56:31Z,"","Polydor Records",0.324,0.416,11,-8.92,0,0.0368,0.262,0.0000369,0.11,0.151,113.986,4
spotify:track:7dt6x5M1jzdTEt8oCbisTK,"Better Now","beerbongs & bentleys","Post Malone",2018-04-27,231266,80,true,,2023-09-16T03:18:26Z,"","Republic Records",0.674,0.578,10,-5.804,1,0.0408,0.331,0,0.135,0.34,145.07,4
spotify:track:06nKF46jG8p1zwyP4ziAyG,"Pears","Pears","Weston Estate",2021-04-23,141877,48,false,,2023-09-10T22:10:53Z,"","Arista Records",0.607,0.599,5,-6.481,0,0.0558,0.534,0,0.111,0.192,82.013,4
spotify:track:0qiYnY0y5P9gqq6THGzhaI,"Another Dimension","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION)","Pop Money",2023-06-05,179333,60,false,,2023-09-10T08:36:26Z,"","Republic Records",0.629,0.613,2,-6.466,1,0.0384,0.246,0.00000817,0.112,0.227,149.848,4
spotify:track:349Wc5mDu52d4Uv8Eg9WZv,"Indigo","Head In The Clouds II","88rising;NIKI",2019-10-11,173473,1,false,,2023-09-10T00:32:30Z,"indonesian r&b","88rising Music/Warner Records",0.819,0.664,7,-5.612,1,0.0828,0.0958,0.00000175,0.263,0.71,144.988,4
spotify:track:4UQMOPSUVJVicIQzjAcRRZ,"Champion","Graduation","Kanye West",2007-09-11,167600,73,true,,2023-09-04T22:33:02Z,"rap","Roc-A-Fella",0.705,0.504,6,-8.307,1,0.226,0.00299,0,0.695,0.727,102.006,4
spotify:track:7GgfQ0edpSP6C7xnX3Y2df,"The Party & The After Party","Trilogy","The Weeknd",2012-11-13,459386,0,true,,2023-09-04T04:07:57Z,"","Universal Republic Records",0.424,0.634,5,-7.456,0,0.392,0.476,0,0.113,0.385,203.592,4
spotify:track:37HhnXqIRFSSJXWsysl6B7,"Ride","Making Steak","HYBS",2022-09-01,181622,66,false,,2023-09-04T04:04:05Z,"","JUICEY",0.757,0.393,5,-7.942,1,0.212,0.788,0.000986,0.0501,0.715,77.985,4
spotify:track:42VsgItocQwOQC3XWZ8JNA,"FE!N (feat. Playboi Carti)","UTOPIA","Travis Scott;Playboi Carti",2023-07-28,191700,84,true,,2023-09-04T03:03:45Z,"rap,rage rap","Cactus Jack/Epic",0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,4
spotify:track:1Ukxccao1BlWrPhYkcXbwZ,"From The Start","From The Start","Laufey",2023-05-11,169573,74,false,,2023-08-28T06:29:00Z,"","Laufey",0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,3
spotify:track:0kuP3lMxCikBd7nPBIdjv8,"Heaven Sent","Heaven Sent","Tevomxntana",2020-10-23,150000,0,false,,2023-08-28T06:00:29Z,"","Tevomxntana",0.379,0.795,7,-8.928,0,0.0542,0.281,0.00234,0.0932,0.222,94.503,3
spotify:track:4Wjhj0WjkyECccfHVIgaTq,"Trust Issues","Care Package","Drake",2019-08-02,281518,80,true,,2023-08-28T05:03:12Z,"rap","OVO",0.421,0.539,11,-5.456,0,0.274,0.779,0,0.111,0.523,89.177,3
spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,"Trance (with Travis Scott & Young Thug)","HEROES & VILLAINS","Metro Boomin;Travis Scott;Young Thug",2022-12-02,194786,82,true,,2023-08-28T05:01:08Z,"rap,trap,melodic rap","Republic Records",0.765,0.552,1,-7.524,0,0.309,0.175,0,0.193,0.492,119.476,4
spotify:track:0RUGuh2uSNFJpGMSsD1F5C,"It Will Rain","The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)","Bruno Mars",2011-11-04,257720,77,false,,2023-08-25T05:06:29Z,"","Chop Shop/Atlantic",0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017,4
spotify:track:6rkV9hz91Rr5iHnMRPZdEQ,"Vaudeville Villain","Vaudeville Villain","Viktor Vaughn;MF DOOM",2003,151773,53,false,,2023-08-23T05:44:49Z,"experimental hip hop,alternative hip hop,east coast hip hop,jazz rap","Sound Ink",0.613,0.94,9,-5.566,1,0.198,0.00896,0,0.83,0.35,94.957,4
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,"Tití Me Preguntó","Un Verano Sin Ti","Bad Bunny",2022-05-06,243716,94,true,,2023-08-21T05:03:27Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
spotify:track:0TlLq3lA83rQOYtrqBqSct,"Nonstop","Scorpion","Drake",2018-06-29,238614,77,true,,2023-08-20T07:29:59Z,"rap","Cash Money/Drake LP6",0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,4
spotify:track:6SNGzhVrisdq63Ndz58ovT,"Luv (sic)","Luv(sic) Hexalogy","Nujabes",2015-12-09,286320,66,false,,2023-08-18T04:50:10Z,"jazz rap","Hydeout Productions",0.906,0.677,1,-5.558,1,0.215,0.437,0.0272,0.652,0.869,93.016,4
spotify:track:1i9lZvlaDdWDPyXEE95aiq,"TELEKINESIS (feat. SZA & Future)","UTOPIA","Travis Scott;SZA;Future",2023-07-28,353754,75,true,,2023-08-16T04:05:31Z,"rap,r&b","Cactus Jack/Epic",0.458,0.535,5,-4.854,0,0.0281,0.575,0,0.168,0.216,82.826,4
spotify:track:7FEiuFp1Zo9rxehIquEtL2,"Let U Go","Let U Go","Peach Tree Rascals",2022-06-24,168253,0,true,,2023-08-12T02:37:42Z,"","10K Projects",0.692,0.941,1,-4.29,0,0.0951,0.0358,0,0.161,0.908,164.04,4
spotify:track:41aABK6UlttIeeGplvwW5t,"Designer","Designer","Balu Brigada",2023-04-07,190933,0,false,,2023-08-12T02:36:46Z,"","WM Australia",0.707,0.86,1,-5.69,1,0.0408,0.121,0,0.255,0.861,102.969,4
spotify:track:4rAzjtHqpKYZ9bVKMmaQLU,"HANABI","桜咲く街物語","Ikimonogakari",2007-03-07,266440,52,false,,2023-08-12T01:26:48Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.447,0.962,7,-2.219,1,0.164,0.0146,0,0.076,0.461,167.055,4
spotify:track:72sfmdpuO5r8cBDgs7MqZZ,"UNDERSTAND","GABRIEL","keshi",2022-03-25,150519,75,false,,2023-08-07T20:15:06Z,"","Island Records",0.379,0.208,5,-13.858,1,0.0426,0.94,0.00000105,0.114,0.163,82.085,3
spotify:track:3CA9pLiwRIGtUBiMjbZmRw,"Nice For What","Scorpion","Drake",2018-06-29,210746,78,true,,2023-07-30T08:20:43Z,"rap","Cash Money/Drake LP6",0.585,0.909,8,-6.474,1,0.0707,0.0891,0.000097,0.119,0.758,93.372,4
spotify:track:67nepsnrcZkowTxMWigSbb,"MELTDOWN (feat. Drake)","UTOPIA","Travis Scott;Drake",2023-07-28,246133,73,true,,2023-07-30T07:11:57Z,"rap","Cactus Jack/Epic",0.557,0.774,7,-5.275,0,0.351,0.012,0,0.396,0.397,111.975,4
spotify:track:3DK6m7It6Pw857FcQftMds,"Runaway","My Beautiful Dark Twisted Fantasy","Kanye West;Pusha T",2010-11-22,547733,84,true,,2023-07-29T07:46:55Z,"rap","Roc-A-Fella",0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4
spotify:track:0eFMbKCRw8KByXyWBw8WO7,"Still With You","Still With You","Jung Kook",2020-06-05,239905,79,false,,2023-07-28T06:31:37Z,"k-pop","BIGHIT MUSIC",0.529,0.469,1,-6.967,0,0.0358,0.0899,0.0000153,0.831,0.344,87.864,4
spotify:track:3ISOK4T54v6O1g1AB8FiEK,"INVITATION (Feat. Gaeko)","INVITATION (Feat. Gaeko)","JUNNY;Gaeko",2023-07-06,191359,62,false,,2023-07-28T06:28:25Z,"k-rap","mauve company",0.799,0.849,4,-3.04,0,0.0704,0.0726,0,0.116,0.913,124.032,4
spotify:track:5UFt8MX05ryKpZeJXKmcpK,"Doesn't It All Sound Wonderful?","Doesn't It All Sound Wonderful?","Yeju",2022-09-02,221032,30,false,,2023-07-28T06:27:50Z,"","2079206 Records DK",0.621,0.661,2,-6.882,1,0.0409,0.204,0,0.227,0.413,122.058,4
spotify:track:5hTl2uxJGd1sbLtovguuuk,"Stars Align (with Drake)","Wildest Dreams","Majid Jordan;Drake",2021-10-22,260519,68,false,,2023-07-25T02:42:29Z,"rap","OVO Sound",0.763,0.667,2,-6.285,1,0.085,0.021,0.000024,0.0715,0.75,95.864,4
spotify:track:4vJfBno2d0mTjMcYn5lEln,"Ballroom Extravaganza","Moodswings In To Order","DPR IAN",2022-07-29,189946,58,false,,2023-07-24T04:01:45Z,"k-rap","DREAM PERFECT REGIME (DPR)",0.513,0.772,5,-5.789,1,0.0352,0.112,0.00081,0.121,0.409,145.084,4
spotify:track:2kMaRdtDUsqpcuKhxLZxR5,"Fuck Da Industry","The Last Slimeto","YoungBoy Never Broke Again",2022-08-05,181132,53,true,,2023-07-21T23:48:02Z,"","Never Broke Again, LLC",0.808,0.678,5,-6.492,0,0.34,0.0262,0,0.107,0.599,159.063,4
spotify:track:7aRCf5cLOFN1U7kvtChY1G,"Search & Rescue","Search & Rescue","Drake",2023-04-07,272112,73,true,,2023-07-21T23:36:04Z,"rap","OVO/Republic Records",0.828,0.441,10,-8.562,0,0.0685,0.0757,0.00000868,0.295,0.533,140.009,4
spotify:track:3sTN90bIP2cJ1783ctHykO,"Love$ick (feat. A$AP Rocky)","Mura Masa","Mura Masa;A$AP Rocky",2017-07-14,192160,71,true,,2023-07-18T01:52:24Z,"rap","Polydor Records",0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,4
spotify:track:4rXLjWdF2ZZpXCVTfWcshS,"fukumean","a Gift & a Curse","Gunna",2023-06-16,125040,78,true,,2023-07-13T07:44:44Z,"melodic rap","300 Entertainment",0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,4
spotify:track:7rbECVPkY5UODxoOUVKZnA,"I Wonder","Graduation","Kanye West",2007-09-11,243440,83,true,,2023-07-12T23:27:14Z,"rap","Roc-A-Fella",0.542,0.466,0,-8.668,1,0.0824,0.141,0.000444,0.125,0.127,191.386,4
spotify:track:5VlTQnZO89Ioku8ssdbqJk,"Dead Man Walking","Dead Man Walking","Brent Faiyaz",2020-09-18,247079,63,true,,2023-07-12T23:03:05Z,"r&b","Lost Kids",0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,4
spotify:track:2JmFRXaJrkAUD2cs6U20KG,"Jet Fuel","Swimming","Mac Miller",2018-08-03,345213,68,true,,2023-07-12T22:56:27Z,"","Warner Records",0.791,0.557,7,-9.622,0,0.0698,0.54,0,0.103,0.284,119.973,4
spotify:track:0KmbgOVIr3jFMKO9Zp7qlU,"oh no","oh no","Amie Blu",2023-04-18,186800,0,false,,2023-07-12T21:57:52Z,"","Ciao For Now under exclusive license to Venice Music",0.794,0.597,0,-7.728,1,0.0596,0.462,0.0000254,0.0933,0.658,126.95,4
spotify:track:7bB3eTpZ7ecuN7C7dTQomt,"Fantastic Baby","ALIVE","BIGBANG",2013-11-06,230573,0,false,,2023-07-12T01:15:45Z,"k-pop","YG Entertainment",0.726,0.841,2,-3.924,1,0.0545,0.002,0,0.0649,0.582,130.012,4
spotify:track:0B6g379TMw0nYGXA7y5xHz,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)","Metro Boomin;Future;Lil Uzi Vert",2023-06-02,245240,63,false,,2023-07-11T21:03:14Z,"rap,melodic rap,rage rap","Republic Records",0.775,0.555,9,-7.283,0,0.154,0.177,0.00352,0.208,0.271,135.004,4
spotify:track:3zyzC28g7uU4YfWN840ciZ,"loving u is harder","loving u is harder","SEB",2022-11-04,147426,17,false,,2023-07-10T01:12:51Z,"","Mom+Pop",0.696,0.809,8,-6.622,0,0.0473,0.61,0.00924,0.177,0.738,80.039,4
spotify:track:07RZkieOEkx47wyBP8nusJ,"I don't want no champagne","Dance with me","Chimmi",2020-06-09,213386,29,false,,2023-06-30T02:24:18Z,"","NUPLAY",0.74,0.57,2,-6.745,1,0.0634,0.318,0.00285,0.116,0.592,118.024,4
spotify:track:5B0kgjHULYJhAQkK5XsMoC,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","CALL ME IF YOU GET LOST","Tyler, The Creator;YoungBoy Never Broke Again;Ty Dolla $ign",2021-06-25,121572,69,true,,2023-06-29T21:12:19Z,"trap soul","Columbia",0.493,0.653,0,-5.666,0,0.0466,0.269,0,0.511,0.852,142.347,4
spotify:track:39MK3d3fonIP8Mz9oHCTBB,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)","Metro Boomin;Swae Lee;Lil Wayne;Offset",2023-06-02,231746,72,false,,2023-06-28T22:41:39Z,"rap,hip hop","Republic Records",0.591,0.5,11,-6.206,0,0.0529,0.22,0,0.175,0.201,145.819,4
spotify:track:7KA4W4McWYRpgf0fWsJZWB,"See You Again (feat. Kali Uchis)","Flower Boy","Tyler, The Creator;Kali Uchis",2017-07-21,180386,88,true,,2023-06-25T15:27:43Z,"","Columbia",0.558,0.559,6,-9.222,1,0.0959,0.371,0.00000749,0.109,0.62,78.558,4
spotify:track:1Hv1VTm8zeOeybub15mA2R,"Smooth Operator - Single Version","The Best of Sade","Sade",1994-10-31,258693,82,false,,2023-06-16T00:13:46Z,"","Epic",0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,4
spotify:track:0AAMnNeIc6CdnfNU85GwCH,"Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)","Metro Boomin;Coi Leray",2023-06-02,189466,73,false,,2023-06-15T23:56:54Z,"","Republic Records",0.751,0.3,4,-9.404,0,0.0584,0.199,0.000341,0.127,0.0551,120.097,4
spotify:track:5rurggqwwudn9clMdcchxT,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)","Metro Boomin;Swae Lee;NAV;A Boogie Wit da Hoodie",2023-06-02,219453,70,false,,2023-06-15T07:07:02Z,"melodic rap","Republic Records",0.636,0.537,0,-7.902,1,0.0817,0.481,0,0.113,0.199,140.133,4
spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,"Livin' la Vida Loca","Ricky Martin","Ricky Martin",1999,243160,77,false,,2023-06-07T20:34:34Z,"latin pop","C2Records/Columbia",0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,4
spotify:track:1h2xVEoJORqrg71HocgqXd,"Superstition - Single Version","The Definitive Collection","Stevie Wonder",2002-10-29,245493,74,false,,2023-06-07T20:29:06Z,"motown,classic soul,soul","UNI/MOTOWN",0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,4
spotify:track:777zwt161Kap28CJCyqJpk,"Mona Lisa","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION)","Dominic Fike",2023-06-05,186066,0,false,,2023-06-05T22:51:27Z,"","Republic Records",0.763,0.633,1,-8.083,1,0.13,0.149,0,0.172,0.414,111.049,4
spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,"Come Inside Of My Heart","CLAPCLAPCLAP!","IV OF SPADES",2019-01-18,246396,10,false,,2023-06-05T08:44:04Z,"opm,pinoy indie,harana,p-pop,parang,kundiman","Warner Music Philippines",0.676,0.565,10,-9.411,1,0.03,0.00321,0.000582,0.241,0.689,113.007,4
spotify:track:0PJIbOdMs3bd5AT8liULMQ,"oui","Late Nights: The Album","Jeremih",2015-12-04,238320,77,false,,2023-06-04T21:58:19Z,"","Def Jam",0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,5
spotify:track:5eNyX8V5dmxVNQBaXT5RsZ,"Aruarian Dance","Aruarian Dance","H1gh",2023-04-14,274572,0,false,,2023-05-31T03:02:03Z,"","H1gh",0.67,0.2,5,-23.156,1,0.0316,0.945,0.942,0.109,0.455,90.54,4
spotify:track:2BJSMvOGABRxokHKB0OI8i,"Shoota (feat. Lil Uzi Vert)","Die Lit","Playboi Carti;Lil Uzi Vert",2018-05-11,153800,76,true,,2023-05-24T17:30:13Z,"rage rap,melodic rap","AWGE Label",0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,4
spotify:track:1QHhyQMvuCrN1xrtLZttxk,"Scent","Scent","YUKIKA",2022-06-23,211149,25,false,,2023-05-24T17:11:08Z,"city pop","UBUNTU ENTERTAINMENT",0.495,0.925,5,-2.294,1,0.0885,0.176,0,0.283,0.656,123.923,4
spotify:track:4h90qkbnW1Qq6pBhoPvwko,"Sidewalks","Starboy","The Weeknd;Kendrick Lamar",2016-11-25,231360,69,true,,2023-05-24T17:02:31Z,"hip hop,west coast hip hop","The Weeknd/Lyric",0.542,0.72,1,-5.136,0,0.0628,0.147,0,0.348,0.623,149.828,4
spotify:track:2HJvW99WQacT35i0jDUpTi,"I'm Still Standing - Remastered","Diamonds (Deluxe)","Elton John",2017-11-10,184546,0,false,,2023-05-10T05:11:54Z,"","UMC (Universal Music Catalogue)",0.467,0.927,10,-5.951,0,0.18,0.391,0.00674,0.142,0.761,177.501,4
spotify:track:5jltIkTW37THcMzbk5ck7U,"Racing","Racing","Tony K",2022-11-30,130285,33,true,,2023-05-10T05:11:30Z,"","Tony K Music LLC",0.796,0.558,1,-8.682,0,0.113,0.484,0.0000446,0.0956,0.564,139.995,4
spotify:track:5HYSOEDwblGTVSh88TZnet,"Midnight Blues","Interlude","UMI",2018-01-25,147304,45,false,,2023-05-10T04:51:36Z,"","408 Records",0.763,0.494,11,-6.857,0,0.0487,0.965,0.00173,0.173,0.347,88.011,4
spotify:track:526fD9LiAEi3KKvhhYfWmm,"What You Wanna Try","Masego","Masego",2023-03-03,159242,68,false,,2023-05-10T04:40:41Z,"","EQT Recordings/Capitol Records",0.842,0.603,2,-5.392,1,0.0993,0.0671,0.0000791,0.0869,0.507,99.035,4
spotify:track:3EaJDYHA0KnX88JvDhL9oa,"Dark Red","Dark Red","Steve Lacy",2017-02-20,173104,85,false,,2023-05-07T05:15:50Z,"","Three Quarter",0.603,0.784,6,-4.023,1,0.062,0.446,0.00000832,0.119,0.769,172.041,4
spotify:track:348NF6vX0Yh22xvH0EZEro,"NIGHT DANCER","NIGHT DANCER","imase",2022-08-19,210948,69,false,,2023-05-03T23:32:45Z,"j-pop","Universal Music LLC",0.911,0.585,7,-8.078,0,0.0735,0.0945,0,0.134,0.851,117.06,4
spotify:track:7aQjPecQdIuNd1sz3KCDhD,"Lovefool","First Band On The Moon (Remastered)","The Cardigans",1996-01-01,193953,83,false,,2023-05-02T23:35:00Z,"swedish pop","Universal Music AB",0.704,0.636,9,-6.029,1,0.0252,0.0344,0,0.35,0.89,111.845,4
spotify:track:0pSqYDTjY1Xt86usTQslAx,"Who","~how i'm feeling~","Lauv;BTS",2020-03-06,180413,67,false,,2023-05-02T06:25:27Z,"k-pop","Lauv",0.632,0.337,11,-8,0,0.033,0.558,0,0.104,0.0982,141.701,3
spotify:track:4jtyUzZm9WLc2AdaJ1dso7,"0 To 100 / The Catch Up","0 To 100 / The Catch Up","Drake",2013-07-14,275226,69,true,,2023-05-02T05:39:40Z,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.559,0.716,11,-3.964,0,0.39,0.737,0,0.252,0.504,176.618,4
spotify:track:1dN4Z7wZTQXLEl33RkMO3a,"Text Me","Her","DPR LIVE",2017-12-07,177342,54,false,,2023-04-28T03:42:57Z,"k-rap","DREAM PERFECT REGIME",0.846,0.592,5,-6.452,0,0.28,0.146,0,0.258,0.757,134.024,4
spotify:track:50lTDu2BnjyqWnUFsxMryJ,"16","The Melodic Blue","Baby Keem",2021-09-22,156040,0,true,,2023-04-19T03:58:24Z,"","Columbia",0.703,0.78,1,-4.987,1,0.139,0.0913,0.00000185,0.124,0.567,94.028,4
spotify:track:5a8QUc4ubHJqQm7vzs2YhA,"i walk this earth all by myself","i walk this earth all by myself","EKKSTACY",2021-03-05,145634,0,true,,2023-04-17T05:06:58Z,"","Ekkstacy",0.595,0.588,10,-11.313,1,0.0624,0.507,0.781,0.113,0.518,166.061,4
spotify:track:02rdXe0KhMe8p6ZHzYtuw0,"lost souls (with Brent Faiyaz)","The Melodic Blue","Baby Keem;Brent Faiyaz",2021-09-22,269727,2,true,,2023-04-17T04:12:30Z,"r&b","Columbia",0.649,0.347,1,-7.67,0,0.404,0.485,0.0000324,0.154,0.176,169.994,4
spotify:track:0bkTdkWwGk3OGFX0afD3Wj,"Mystery Lady","Studying Abroad: Extended Stay","Masego;Don Toliver",2020-11-13,228453,74,false,,2023-04-17T04:07:48Z,"","EQT Recordings - Masego",0.747,0.494,3,-7.957,0,0.141,0.393,0,0.0982,0.624,76.006,4
spotify:track:6m59VvDUi0UQsB2eZ9wVbH,"Poison","Poison","Bell Biv DeVoe",1990-01-01,261853,75,false,,2023-04-17T04:04:05Z,"new jack swing","Geffen",0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,4
spotify:track:7tr2za8SQg2CI8EDgrdtNl,"Slide (feat. Frank Ocean & Migos)","Funk Wav Bounces Vol.1","Calvin Harris;Frank Ocean;Migos;Funk Wav",2017-06-30,230813,73,true,,2023-04-17T03:56:09Z,"edm,trap","Columbia",0.736,0.795,1,-3.299,0,0.0545,0.498,0.00000121,0.254,0.511,104.066,4
spotify:track:27rdGxbavYJeBphck5MZAF,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson;Miley Cyrus",2018-11-30,217466,71,false,,2023-04-17T03:55:11Z,"","Columbia",0.601,0.794,7,-5.844,0,0.0671,0.00987,0.00000136,0.388,0.244,114.066,4
spotify:track:4jbA7VSQHZeWLktuUuHWbz,"Newsflash!","Zephyr","NIKI",2018-05-23,204426,0,true,,2023-04-13T04:14:45Z,"indonesian r&b","88rising Music",0.734,0.373,7,-8.997,0,0.146,0.086,0,0.0913,0.481,79.998,4
spotify:track:2ufmtcIFdFpuUYBPXK5f67,"Graveyard","Manic","Halsey",2020-01-17,181805,63,false,,2023-04-13T03:59:10Z,"","Capitol Records",0.667,0.583,11,-5.127,0,0.0747,0.231,0.0000448,0.181,0.187,92.043,4
spotify:track:2GAhgAjOhEmItWLfgisyOn,"Low","SOS","SZA",2022-12-09,181080,75,true,,2023-04-13T03:42:02Z,"r&b","Top Dawg Entertainment/RCA Records",0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,4
spotify:track:50a8bKqlwDEqeiEknrzkTO,"ball w/o you","i am > i was","21 Savage",2018-12-21,195046,76,true,,2023-04-13T03:40:54Z,"","Slaughter Gang, LLC/Epic Records",0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,4
spotify:track:4ja2gzrNh9VNigzoXfmbwD,"Mariposa","Mariposa","Peach Tree Rascals",2019-08-28,210000,1,false,,2023-04-13T03:28:57Z,"","Homemade Projects, LLC / TenThousand Projects, LLC",0.676,0.525,9,-5.88,1,0.028,0.617,0,0.356,0.421,112.011,4
spotify:track:2gYj9lubBorOPIVWsTXugG,"After LIKE","After LIKE","IVE",2022-08-22,176973,72,false,,2023-04-08T06:57:29Z,"k-pop","Starship Entertainment",0.68,0.922,0,-1.215,1,0.121,0.103,0,0.0877,0.799,125.014,4
spotify:track:7qKXSF8MilgyiL52oq1AA0,"Under the Tree","Under the Tree","SiM",2023-03-04,121692,58,false,,2023-04-08T05:55:07Z,"anime,j-rock","PONY CANYON INC.",0.272,0.888,11,-1.757,0,0.068,0.00413,0,0.232,0.637,159.893,4
spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,"Killing Me Softly With His Song","The Score (Expanded Edition)","Fugees;Ms. Lauryn Hill",1996-02-13,298666,80,true,,2023-04-07T23:24:22Z,"east coast hip hop,neo soul","Columbia",0.765,0.289,4,-17.125,0,0.147,0.0268,0.00000177,0.562,0.501,92.413,4
spotify:track:4CjrpPOtuLq3aadXJOsxqE,"I Want You","I Want You","Haeil",2021-07-04,217105,39,false,,2023-04-07T22:07:59Z,"","SME Korea Inc.",0.581,0.599,2,-7.088,0,0.0509,0.256,0.0000435,0.122,0.734,152.068,4
spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,"Cupid - Twin Ver.","The Beginning: Cupid","FIFTY FIFTY",2023-02-24,174253,4,false,,2023-04-07T22:06:20Z,"k-pop","WM Korea",0.783,0.592,11,-8.332,0,0.0331,0.435,0.00000415,0.347,0.726,120.018,4
spotify:track:0CokSRCu5hZgPxcZBaEzVE,"Glorious (feat. Skylar Grey)","GEMINI","Macklemore;Skylar Grey",2017-09-22,220454,75,true,,2023-04-04T02:35:20Z,"","Bendo LLC",0.731,0.794,0,-5.126,0,0.0522,0.0323,0.0000259,0.112,0.356,139.994,4
spotify:track:55FBgJC917EN1RrVJENiB7,"cult leader","cult leader","KiNG MALA",2022-04-08,163462,44,false,,2023-03-07T04:41:39Z,"","Handwritten Records",0.694,0.408,0,-9.094,0,0.054,0.163,0.000673,0.101,0.232,131.941,4
spotify:track:2bPHxBNkKpnehnmEBYuW9n,"Sleepless in Seoul (Feat. LEE SUHYUN)","5.2 (Feat. LEE SUHYUN)","10CM;LEE SUHYUN",2021-05-13,257453,0,false,,2023-03-06T07:04:20Z,"k-ballad,soundtrack","Magic Strawberry Sound",0.531,0.416,5,-6.47,1,0.0542,0.704,0,0.106,0.321,174.788,3
spotify:track:0gKLv0j8udm3xIRDNrkLF8,"Feel this breeze (with JoeSwan)","Feel this breeze (with JoeSwan)","Sunmin;Cho Hyung Woo;JoeSwan",2020-09-20,170120,0,false,,2023-03-06T06:39:38Z,"","FrostSound",0.574,0.521,2,-5.575,1,0.294,0.55,0,0.321,0.465,184.009,4
spotify:track:5RqwjQWDwxQ3HTkOfXTrS6,"Dive with you (feat. eaJ)","Dive with you (feat. eaJ)","Seori;eaJ",2021-08-22,218240,0,false,,2023-03-03T08:21:09Z,"","ATISPAUS/88rising Music",0.724,0.675,0,-6.487,1,0.148,0.11,0.000232,0.0852,0.544,94.027,4
